,learning_rewards,learning_steps,learning_discounted_rewards,learning_success,learning_collision,learning_fell_into_cliff
351,-104.5,5.5,-40.76256783912848,0.0,1.5,1.0
352,-102.5,3.5,-65.34419004520086,0.0,0.5,1.0
353,-104.0,5.0,-58.25694617744409,0.0,1.0,1.0
354,-103.0,4.0,-62.35271166555568,0.0,0.0,1.0
355,-114.0,15.0,-8.468759166198017,0.0,4.5,1.0
356,-67.5,18.0,-17.540616394527156,0.0,2.0,0.5
357,-115.5,16.5,-12.336672685401862,0.0,3.0,1.0
358,-122.5,23.5,-5.022764006012152,0.0,4.0,1.0
359,-104.0,5.0,-58.25694617744409,0.0,0.5,1.0
360,-103.5,4.5,-60.04192624232848,0.0,0.0,1.0
361,-30.0,30.0,-4.392852698652579,0.0,9.5,0.0
362,-104.0,5.0,-39.57453397049861,0.0,0.5,1.0
363,-106.5,7.5,-22.39463790788416,0.0,0.0,1.0
364,-77.0,27.5,-4.491172792399672,0.0,5.5,0.5
365,-108.0,9.0,-18.165762611643355,0.0,1.5,1.0
366,-110.5,11.5,-22.007594303508817,0.0,2.0,1.0
367,-66.5,17.0,-26.426770274624033,0.0,0.5,0.5
368,-65.0,15.5,-52.19642634932629,0.0,3.0,0.5
369,-67.5,18.0,-17.540616394527156,0.0,2.5,0.5
370,-113.0,14.0,-10.912654397554432,0.0,3.5,1.0
371,-103.5,4.5,-43.447218472457536,0.0,2.0,1.0
372,-100.0,1.0,-100.0,0.0,0.0,1.0
373,-107.0,8.0,-42.986697046033676,0.0,1.0,1.0
374,-65.0,15.5,-52.19642634932629,0.0,1.0,0.5
375,-101.5,2.5,-74.23034392529775,0.0,0.5,1.0
376,-66.0,16.5,-32.91706794612629,0.0,2.5,0.5
377,-102.0,3.0,-69.21687454715979,0.0,1.0,1.0
378,-100.0,1.0,-100.0,0.0,0.0,1.0
379,-105.5,6.5,-54.9903260816111,0.0,0.0,1.0
380,-66.5,17.0,-26.426770274624033,0.0,1.0,0.5
381,-103.0,4.0,-49.9375161439598,0.0,0.0,1.0
382,-75.5,26.0,-4.60505539688849,0.0,4.0,0.5
383,-109.5,10.5,-22.408644598496245,0.0,2.0,1.0
384,-105.5,6.5,-27.696901710756546,0.0,0.5,1.0
385,-120.0,21.0,-7.214482054528882,0.0,3.0,1.0
386,-101.5,2.5,-74.23034392529775,0.0,0.5,1.0
387,-101.0,2.0,-78.2456,0.0,1.0,1.0
388,-108.0,9.0,-52.96550192677515,0.0,0.0,1.0
389,-65.0,15.5,-52.19642634932629,0.0,5.0,0.5
390,-70.0,20.5,-8.009477295413964,0.0,4.5,0.5
391,-100.0,1.0,-100.0,0.0,0.0,1.0
392,-65.0,15.5,-52.19642634932629,0.0,3.5,0.5
393,-115.0,16.0,-9.286756664005951,0.0,3.5,1.0
394,-102.0,3.0,-69.21687454715979,0.0,0.0,1.0
395,-106.5,7.5,-23.601136222644953,0.0,2.5,1.0
396,-100.0,1.0,-100.0,0.0,0.0,1.0
397,-102.5,3.5,-54.950985522097746,0.0,0.0,1.0
398,-109.5,10.5,-52.551417748873554,0.0,0.0,1.0
399,-108.0,9.0,-34.20533205339099,0.0,1.0,1.0
400,-108.5,9.5,-33.91241164813645,0.0,0.5,1.0
401,-107.5,8.5,-53.19177005133645,0.0,0.5,1.0
402,-102.0,3.0,-69.21687454715979,0.0,1.0,1.0
403,-104.0,5.0,-38.43374909431959,0.0,0.5,1.0
404,-65.5,16.0,-41.319226349326286,0.0,3.5,0.5
405,-104.5,5.5,-34.56106459236066,0.0,2.5,1.0
406,-105.0,6.0,-38.977587774244085,0.0,3.0,1.0
407,-104.0,5.0,-58.25694617744409,0.0,0.5,1.0
408,-107.0,8.0,-29.220670006908847,0.0,3.0,1.0
